WORK_NAME,SALAY,COMPANY,COMPANY,POST_URL,ADDRES,jobType,eduLevel,workingExp,detail
Linux C/C++软件工程师,,北京锦鸿希电信息技术股份有限公司,北京锦鸿希电信息技术股份有限公司,https://jobs.zhaopin.com/CC387724614J00106474909.htm,北京-丰台区,"软件/互联网开发/系统集成,嵌入式软件开发",本科,1-3年,职位亮点 五险一金 交通补助 带薪年假 定期体检 员工旅游 节日福利 职位描述 工作职责： 1. 参与公司自主产品的需求分析、系统设计； 2.  针对公司不同项目产品进行编码、调试及软件文档的编写； 3. 及时分析、解决项目中出现的问题. 任职要求： 1. 本科以上学历，计算机、电子、通信等理工科相关专业，1-2年Linux C/C++开发经验； 2. 熟悉Linux操作系统，并熟练掌握系统操作命令，熟悉Shell脚本开发； 3. 熟悉一门以上的其他语言（C#/Matlab/python等）优先； 4. 熟练使用Windows环境下的常用办公软件； 5. 思维逻辑清晰，语言/书面表达能力强，同时具备较强的学习能力。 6. 富有责任心，能在较大压力下完成工作，结果导向； 工作地点 北京市丰台区科学城中核路1号1号楼五层 查看地图
机器人视觉高级工程师,,北京云迹科技有限公司,北京云迹科技有限公司,https://jobs.zhaopin.com/CC227937788J00072621609.htm,北京,"软件/互联网开发/系统集成,语音/视频/图形开发",本科,不限,职位亮点 节日福利 五险一金 年底双薪 带薪年假 弹性工作 定期体检 职位描述 工作职责： 开发基于语义感知的SLAM系统； 开发融合多相机、雷达超声、激光数据的组合导航系统，提高定位精度； ? 任职资格： 计算机、自动化、电子、数学等相关专业，研究生及以上学历； 熟悉计算机视觉常用算法，精通激光、视觉(双目/单目)、RGBD至少一种SLAM算法，具有系统实现经验；熟悉VO/VIO；精通 KF/EKF/PF滤波和Ceres/g2o/gtsam等优化工具。 了解主流目标检测、跟踪和场景分割方法，有深度学习主流框架使用经验。 扎实的C/C++/python基础，对数据结构和算法设计有较为深刻的理解；熟练掌握Linux开发环境，OpenCV/PCL开发和ROS系统。 具备较好的沟通表达能力和团队合作意识，具有丰富的软件开发实践经验，能指导项目成员分析、解决在开发过程中的问题。 ? 优先项： 参加过机器人、无人车、无人机领域的相关比赛并取得较好成绩者优先 有视觉算法团队指导经验优先； 论文或可展示作品的优先 工作地点 北京市海淀区北四环西路67号中关村国际创新大厦 查看地图
测试工程师,,北京创软科技有限公司,北京创软科技有限公司,https://jobs.zhaopin.com/CC303619380J00100641914.htm,北京-海淀区,"IT质量管理/测试/配置管理,软件测试",大专,1-3年,"职位亮点 周末双休 五险一金 加班补助 节日福利 职位描述 工作内容：1.编写测试计划、规划详细的测试方案、编写测试用例。 2. 根据测试计划搭建和维护测试环境； 3. 执行测试工作，提交测试报告。包括编写用于测试的自动测试脚本，完整地记录测试结果，编写完整的测试报告等相关的技术文档； 4.对测试中发现的问题进行详细分析和准确定位，与开发人员讨论缺陷解决方案。 5.提出对产品的进一步改进的建议，并评估改进方案是否合理；对测试结果进行总结与统计分析，对测试进行跟踪，并提出反馈意见。 6.为业务部门提供相应技术支持，确保软件质量指标。 岗位职责：1. 专科科以上学历,电子工程或计算机等相关专业。 2. 2年以上项目测试经验,对质量管理有一定理解。 3. 熟悉常用软件测试工具,熟悉测试分析技术,有较强的逻辑分析能力和总结能力。 4. 规范编写项目测试计划、测试用例、测试报告,熟悉常用缺陷管理工具。 5. 热爱软件测试工作,工作耐心、细致、认真。 6. 善于沟通,富于团队合作精神,责任心强。 7. 熟悉perl，python或其他脚本语言者优先考虑。 8. 熟悉Linux shell和windows bat的使用者优先考虑。 9.熟悉SQL SERVER或ORACLE等数据库的优先考虑。 工作地点 牡丹园 查看地图"
路径规划与决策工程师,,三一集团,三一集团,https://jobs.zhaopin.com/CC134218708J00252037907.htm,北京-昌平区,"软件/互联网开发/系统集成,算法工程师",本科,1-3年,职位亮点 14薪 五险一金 年底双薪 绩效奖金 餐补 节日福利 免费班车 周末双休 职位描述 技能要求： 目标检测/识别 图像分类 算法 岗位职责 1)        负责将多源传感器数据融合、进行路径规划的算法研发； 2)        负责自动驾驶行为决策与运动优化算法的开发、调试与测试； 3)        和感知、控制团队配合，设计适合整个系统的规划与决策模块。 任职要求 1)        硕士及以上学历，计算机相关专业，2年及以上工作经验； 2)        有一定的自动驾驶路径规划及决策算法经历，在路径搜索/行为预测/基于学习的预测等方面有相关经验； 3)        熟悉多源传感器的融合算法，具有机器人决策与路径规划经验、轮式纵横向控制工作经历优先； 4)        熟悉Linux和ROS，熟悉ROS下机器人系统的设计开发； 5)        熟悉C、C++、Python编程和常用数据结构算法。 工作地点 三一产业园 查看地图
软件工程师 – 平台（北京）,,北京云杉世纪网络科技有限公司,北京云杉世纪网络科技有限公司,https://jobs.zhaopin.com/CC535021423J00031865210.htm,北京,"软件/互联网开发/系统集成,软件工程师",不限,1-3年,职位亮点 五险一金 年底双薪 定期体检 通讯补助 节日福利 带薪年假 弹性工作 每年多次调薪 职位描述 工作职责： 1. 乘云计算东风，用软件定义全新的网络操作系统 2. 探索最前沿的分布式技术，挑战最优秀的架构设计与算法实现 3. 追求极致的性能，解决海量网络数据的计算和存储问题 任职要求： 1. 一年以上Golang / Python开发经验 2. 对计算机网络、数据结构、算法有深刻的理解，熟悉TCP/IP协议栈 3. 熟悉Linux操作系统及Linux环境编程，熟悉Shell脚本编程 4. 掌握分布式系统基本原理，了解常见的系统高可用架构 优先条件： 1. 有Open vSwitch / OpenStack Neutron / Kubernetes开发经验? 2. 对Raft / Paxos一致性协议及CAP理论有深刻的理解 3. 有etcd / ZooKeeper / InfluxDB / Elasticsearch开发经验 4. 有NetFlow / sFlow等网络数据分析经验，有DDoS检测防御等开发经验 工作地点 北京市海淀区成府路28号优盛大厦 查看地图
车辆控制算法工程师,,三一集团,三一集团,https://jobs.zhaopin.com/CC134218708J00252039907.htm,北京-昌平区,"软件/互联网开发/系统集成,算法工程师",本科,1-3年,职位亮点 14薪 五险一金 年底双薪 绩效奖金 餐补 节日福利 免费班车 周末双休 职位描述 技能要求： 目标检测/识别 图像分类 算法 岗位职责 1)        负责基于车辆动力学的运动控制技术的难点攻关； 2)        负责基于不同场景，车型的控制算法选型及开发； 3)        负责无人驾驶车辆控制系统核心算法的设计，实现，调试及测试工作； 4)        负责对车辆速度及方向等执行机构的标定及精确控制； 5)        配合其他模块工程师完成决策层与执行层的交互； 6)        负责车辆运动模型构建与测试。 任职要求 1)        硕士及以上学历，计算机、自动化、车辆工程等相关专业， 2年以上工作经验； 2)        熟悉车辆动力学模型及控制原理； 3)        熟练掌握频域、时域中控制器设计方法和稳定性分析； 4)        熟练掌握动态系统建模及控制原理、参数测量方法等； 5)        熟练掌握传统和现代控制理论，熟练掌握如PID/MPC/LQR等一种及以上控制算法； 6)        熟练掌握Matlab、Simulink及相关工具包的使用，掌握CarSim/TruckSim，prescan等汽车仿真测试软件； 7)        熟悉linux下开发，熟练使用C/C++或python等语言； 8)        有自动驾驶车辆控制算法开发经验优先； 工作地点 三一产业园 查看地图
机器视觉,,北京北科亿力科技有限公司,北京北科亿力科技有限公司,https://jobs.zhaopin.com/CC188502021J00085173409.htm,北京-朝阳区,"软件/互联网开发/系统集成,高级软件工程师",硕士,1-3年,职位亮点 五险一金 周末双休 节日福利 定期体检 带薪年假 绩效奖金 职位描述 职位方向及职责： 负责公司机器视觉、模式识别及相关算法的研究、实现及工业应用，负责工业图像的分析。 任职要求： 1)硕士及以上学历，计算机技术、通信、电子、测控、自动化、应用数学、信息处理等相关专业； 2)具有良好的数学背景，熟悉各类基本的计算机视觉和模式识别算法，有物体图像处理和识别方面的项目经验； 3)熟练掌握Java/Python/C++/C#其中一种以上开发语言，熟悉Matlab者优先； 4)熟悉OpenCV，Caffe和TensorFlow等开发经验者优先； 5)掌握机器视觉涉及到的机器学习方法； 6)在工业视觉检测行业有成熟项目经验者优先； 工作地点 来广营创达三路1号院东方国信大厦 查看地图
软件工程师,,北京易迈医疗科技有限公司,北京易迈医疗科技有限公司,https://jobs.zhaopin.com/235651530250012.htm,北京-海淀区,"软件/互联网开发/系统集成,高级软件工程师",本科,3-5年,"职位亮点 五险一金 绩效奖金 交通补助 餐补 通讯补助 带薪年假 补充医疗保险 定期体检 职位描述 岗位职责： 1、负责Windows下的上位机软件开发工作；2、负责软件产品模块的设计、DEBUG等工作；3、负责接入算法工程师的成熟算法工程化并引入产品中，在技术层面对算法实现进行优化 ；4、负责现有软件产品功能增补和维护。 任职要求： 1、计算机或相关专业本科及以上学历；2、熟悉.net C#语言，对面向对象设计有深入的理解，有python或Linux下C++开发经验或golang开发经验者优先；3、熟悉网络和串口编程，有上位机软件开发经验优先 ；4、熟悉VS2010/2015等开发环境，具备独立进行应用程序开发的经验或Winform程序独立开发的经验 ；5、熟练使用mysql、sqlite等常用数据库操作,了解常用的nosql数据库如redis,memcache ；6、与硬件工程师合作，进行通信协议的制定,根据仪器编写软件；7、与算法工程师合作，将算法工程师成熟算法工程化并引入产品中，在技术层面对算法实现进行优化；9、为人踏实，谦虚好学，具备团队协作精神，具有良好的技术理解、交流、沟通能力，有较强的责任心与敬业精神。 工作地点 北京易迈医疗科技有限公司 查看地图"
DBA,,微诺时代(北京)科技股份有限公司,微诺时代(北京)科技股份有限公司,https://jobs.zhaopin.com/CC413840713J00108576710.htm,北京-海淀区,"IT运维/技术支持,IT技术支持/维护经理",大专,3-5年,职位亮点 五险一金 年底双薪 加班补助 交通补助 餐补 通讯补助 带薪年假 员工旅游 职位描述 岗位职责： 1. 负责数据库从Oracle、MSSQL或其他流行的数据库向PostgreSQL迁移的工作； 2. 负责数据库一体机的售前交流、需求梳理和分析、建设方案编写等工作； 3. 负责数据库一体机POC支持，生产系统项目实施、运维与售后技术支持等工作； 4. 负责PostgreSQL数据库的日常管理维护，系统监控，性能优化，备份还原，故障处理等工作； 5. 负责数据库的运维标准化、规范化的流程建设工作； 6. 配合公司产品和项目进行数据库产品及方案的架构设计； 7. 根据要求编写相关项目文档，进行内外部客户培训。 8. 前瞻性的数据库技术与解决方案研究。 任职资格： 1. 本科以上学历，3年以上关系型数据库运维实施工作经验； 2. 精通数据库的安装、升级、备份、性能优化、集群维护等日常运维技能； 3. 熟悉数据库的事务处理机制、存储过程、触发器、函数，能够熟练使用pl/pgsql操作数据库； 4. 熟悉Linux系统的基本操作，熟练书写Shell脚本；有Python经验者优先； 5. 了解Oracle、mysql等数据库，具有大中型企业数据库运维经验者优先； 6. 责任心强，工作积极主动，做事认真细心，有毅力和恒心，具有良好的团队协作精神； 7. 能够承受较强工作压力，具有良好的沟通表达能力和逻辑思维能力。 工作地点 北京市海淀区交大东路31号院（质量管理学院）c座3层 查看地图
高级运维工程师,,北京致医健康信息技术有限公司,北京致医健康信息技术有限公司,https://jobs.zhaopin.com/CC458700182J00114575014.htm,北京-大兴区,"IT运维/技术支持,系统工程师",本科,5-10年,职位亮点 五险一金 绩效奖金 包吃 包住 带薪年假 弹性工作 定期体检 节日福利 职位描述 技能要求： 系统运维 阿里云 OpenWRT 提供食宿~带薪年假~晋升空间~朝气蓬勃 岗位职责： 1、负责公司Linux系统平台的建设，运维及优化工作； 2、负责维护和优化VPN网络。； 3、负责无线路由产品开源OpenWRT系统维护； 4、负责对系统监控、分析、定位问题并提出合理化建议，能进行系统架构的设计和系统调优； 5、编写系统维护文档，完善并更新运维流程文档。 任职条件： 1、全日制本科及以上学历； 2、5年以上大型互联网或大型IT系统运维工作经验； 3、精通OpenWRT，熟悉基于OpenWRT无线路由的固件开发优先； 4、精通OpenVPN，维护过大型VPN网络； 5、有自动化基础，熟练自动化配置工具，如Saltsack、jenkins等工具，熟练使用python，java等语言者优先； 6、熟练使用阿里云产品； 7、沟通交流良好、逻辑思维清晰，具备较强的分析和解决问题的能力，具有丰富的系统故障排查和解决经验； 8、有钻研新技术的热情和能力，富有团队精神。 工作地点 北京市北京经济技术开发区地泽北街1号 查看地图
三维特效师 高级/中级,,视点映画(北京)数字技术有限公司,视点映画(北京)数字技术有限公司,https://jobs.zhaopin.com/365460381250004.htm,北京,"影视/媒体/出版/印刷,后期制作",大专,3-5年,"职位亮点 绩效奖金 交通补助 餐补 通讯补助 采暖补贴 带薪年假 弹性工作 补充医疗保险 职位描述 职位描述： 根据需求进行各类的CG特效制作，如烟火，爆破，流体，布料，毛发等等。 职位要求： 1.      有四年以上CG特效制作经验； 2.      清晰良好的思维习惯； 3.      有较好的图形学基础； 4.      有一定的美术功底，有很好的物理知识,对各种物理现象理解透彻； 5.      熟悉Maya工作流程； 6.      熟练应用maya各类动力学系统，例如刚体，柔体，流体，布料，粒子，毛发等等.； 7.      有编程基础, 熟练运用expression和 mel 或python进行对物件的控制； 8.      熟练应用realflow或houdini； 9.      熟练运用合成软件进行特效制作； 10.   熟悉其它各种插件或特效软件的优先考虑； 11.   有应用物理引擎(bullet/physx)经验者优先。 请发送您的简历及作品至********************** 公司福利：六险一金、弹性工作制、带薪年假、采暖补贴、探亲补贴、餐补、交通补、通讯补、员工旅游…… 公司电话：******** 主要作品：《集结号》《唐山大地震》《金陵十三钗》《左耳》《太平轮》上下《辛亥革命》《非诚勿扰》等 工作地址：北京市朝阳区豆各庄金田公园内8号金田影视传媒产业园16-1（近传媒大学） 工作地点 北京市朝阳区豆各庄金田公园内8号金田影视传媒产业园16-1"
区块链高级工程师,,亚洲红马投资集团有限公司,亚洲红马投资集团有限公司,https://jobs.zhaopin.com/CC441704533J00121671114.htm,北京,"软件/互联网开发/系统集成,高级软件工程师",本科,3-5年,职位亮点 定期体检 员工旅游 节日福利 包吃 无试用期 职位描述 岗位职责：1、 负责公司区块链产品的设计和研发工作 2、 设计区块链平台和基础框架； 3、 研究区块链的协议，运行机制和底层实现，协助完善区块链基础产品 4、 区块链共识算法的研究 任职资格： 1.精通Go，C++，Java，Python，至少一种。 2.熟悉HTTP，TCP/IP，UDP等网络协议 3.有Bitcoin，或Hyperledger，或Ethereum，或Hcash经验 4.熟悉集群技术，系统性能调优 5.对算法，加密算法有一定研究 6、熟练掌握区块链产品（比特币或以太坊）的原理、机制和相关加密算法者优先； 7、良好的团队协作精神和执行力，较强的分析问题和解决问题能力。 数学、计算机相关专业；熟悉主要算法及其参数，如Linear Regression，MNIST ，CNN，RNN， word2vec等 工作地点 金融街投资广场B座25-27层 查看地图
软件工程师 – 应用（北京）,,北京云杉世纪网络科技有限公司,北京云杉世纪网络科技有限公司,https://jobs.zhaopin.com/CC535021423J00031850410.htm,北京,"软件/互联网开发/系统集成,软件工程师",本科,1-3年,职位亮点 五险一金 年底双薪 定期体检 通讯补助 带薪年假 节日福利 弹性工作 每年多次调薪 职位描述 工作职责： 1. 扩展开源SDN控制器OpenStack Neutron，基于开源虚拟交换机Open vSwitch，开发丰富的虚拟网络及安全功能 2. 基于海量网络数据，分析云平台多租户环境中的网络运维、计量、安全、性能问题 ? 任职要求: 1. 一年以上工作经验  2. 掌握计算机网络和数据结构的基础知识 3. 熟悉Linux操作系统及Linux环境编程，熟悉Shell脚本编程 4. 熟练掌握Python语言 5. 熟悉OpenStack的架构和模块功能，能够快速定位OpenStack的问题 6. 会使用基本的网络工具，如iptables等 工作地点 北京市海淀区成府路28号优盛大厦 查看地图
车辆控制系统工程师,,三一集团,三一集团,https://jobs.zhaopin.com/CC134218708J00252076107.htm,北京-昌平区,"汽车制造,汽车机械工程师",本科,1-3年,职位亮点 14薪 五险一金 年底双薪 绩效奖金 餐补 节日福利 免费班车 周末双休 职位描述 技能要求： 车辆控制 Matlab Simulink 控制理论 岗位职责 1)        负责实现车辆底层控制系统的研发、调试及前期测试工作； 2)        负责完善无人驾驶硬件在环仿真系统； 3)        配合相关工程师完成决策层与执行层的交互。 任职要求 1)        硕士及以上学历，车辆控制、自动化相关专业，2年以上工作经验； 2)        熟练掌握车辆控制理论，掌握Matlab、Simulink及相关工具包的使用； 3)        熟练掌握 C/C++/Python等； 4)        有机器人控制经验，具有ROS系统开发经验，无人车大赛经验者优先。 工作地点 三一产业园 查看地图
软件工程师 – 应用,,北京云杉世纪网络科技有限公司,北京云杉世纪网络科技有限公司,https://jobs.zhaopin.com/CC535021423J00086227510.htm,北京,"软件/互联网开发/系统集成,软件工程师",本科,1-3年,职位亮点 五险一金 年底双薪 通讯补助 带薪年假 每年多次调薪 节日福利 定期体检 弹性工作 职位描述 工作职责： 1. 扩展开源SDN控制器OpenStack Neutron，基于开源虚拟交换机Open vSwitch，开发丰富的虚拟网络及安全功能 2. 基于海量网络数据，分析云平台多租户环境中的网络运维、计量、安全、性能问题 任职要求: 1. 一年以上工作经验 2. 掌握计算机网络和数据结构的基础知识 3. 熟悉Linux操作系统及Linux环境编程，熟悉Shell脚本编程 4. 熟练掌握Python语言 5. 熟悉OpenStack的架构和模块功能，能够快速定位OpenStack的问题 6. 会使用基本的网络工具，如iptables等 工作地点 北京市海淀区成府路28号优盛大厦 查看地图
" JAVA后端开发工程师",,中科软科技股份有限公司,中科软科技股份有限公司,https://jobs.zhaopin.com/CC120160395J00125292215.htm,北京-海淀区,"软件/互联网开发/系统集成,软件工程师",本科,3-5年,职位亮点 五险一金 年底双薪 餐补 带薪年假 定期体检 节日福利 职位描述 岗位要求： 本科及以上学历，4年以上Java服务端开发经验，熟悉基本算法及数据结构； 熟练掌握Spring和Hibernate相关技术；  熟练Oracle、MySQL，能够熟练编写复杂SQL，对数据模型有深刻了解； 有使用redis框架其中之一进行缓存开发的经验 ； 会简单使用js/jquery等常用功能进行前端页面开发 ； 经验者优先： 1、熟悉基于微服务的高并发、高性能的分布式系统的设计、应用及性能调优 2、有Web服务开发和部署的经验，熟悉基于weblogic、Tomcat的应用部署 3、熟悉Netty、Kafka等主流开源技术和应用框架 4、熟练掌握Linux操作系统的使用和常见命令，至少熟悉Shell、Python其中一种； 工作地点 北京市海淀区 查看地图
大数据spark讲师,,北京华信智原教育技术有限公司海淀科技分公司,北京华信智原教育技术有限公司海淀科技分公司,https://jobs.zhaopin.com/CC400382239J00082475710.htm,北京,"教育/培训,培训师/讲师",大专,3-5年,"职位亮点 节日福利 周末双休 五险一金 年底双薪 绩效奖金 餐补 带薪年假 高温补贴 职位描述 岗位职责： 1、 负责相关课程教学工作,按进度完成教学任务 2、 负责大数据项目研发大数据课程设计 3、 根据需要,改进教学方法,完善教学体系 ? 任职要求： 1、 精通Java和Scala、熟悉Mybatis、Spring、SpringMVC。 2、 熟练使用Python和机器学习算法优先，阅读过其中源码着优先 3、 精通Hadoop、Hbase、Hive、Spark、Storm、kafka、ElasticSearch、中其一，阅读过源码和有调优经验者优先 4、 5年以上开发经验,3年以上大数据技术从业经验，有丰富的大数据项目经验 5、 良好的表达能力,声音清晰自然,个性开朗,乐于与人交流 6、 必须有很强的动手编码能力,以编码驱动教学,拒绝对着ppt讲课。 ? 工作地点 北京市海淀区北三环中路44号 查看地图"
DBA,,远特(北京)通信技术有限公司,远特(北京)通信技术有限公司,https://jobs.zhaopin.com/CC335459017J00136813313.htm,北京,"IT运维/技术支持,数据库管理员",本科,5-10年,"职位亮点 周末双休 五险一金 交通补助 餐补 全额公积金 补充医疗保险 节日福利 职位描述 职位描述：1.安装、部署、维护和优化sql server数据库、mysql数据库，要兼顾一些oracle数据库的维护工作。2.熟悉存储设备以及在其上安装，部署sql server/MySQL/Oracle，主从复制应用，镜像配置。3.熟悉数据库系统的架构，同研发、安全等人员一起制定扩容、备份、优化等方案。4.负责MongoDB,Redis等NoSql数据库系统的设计、管理和维护。5.配合研发进行数据库设计，分库分表策略，数据迁移方案，SQL代码审核等。6.有丰富的经验通过zabbix监控系统来监控和优化数据库性能。7.负责数据库服务器的安全防范管理工作，制定业务的日常运维，定期制作运维报告。8.负责数据的导入导出，支撑所有部门所需数据，以及相关开发及报表生成。 任职要求：1.计算机相关专业，本科以上学历，5年及以上数据库维护管理经验，能快速熟悉业务。2.精通Sql server，MySQL数据库的运行机制和体系架构 ，深入理解MyISAM、InnoDB引擎。3.优秀的SQL/PLSQL掌控能力，丰富的大表设计和维护经验，很好的评审研发SQL并给予适当的指导建议。4.精通数据库的管理，扩容，备份，灾备，优化等。5.有Oracle维护经验，特别实践过RAC，DataGuard等方式者优先。6.熟悉Linux系统，有perl/php/python/shell一种或多种脚本语言编程能力者优先。7.有系统、网络、存储等方面经验者优先。8.具有一定的协调和沟通能力，有高度的工作责任心和良好团队意识。 工作地点 北京市朝阳区酒仙桥路10号恒通商务园B23楼A座二层 查看地图"
高级软件工程师-全栈开发,,北京创世诺亚智能科技有限公司,北京创世诺亚智能科技有限公司,https://jobs.zhaopin.com/CC631557536J00097789412.htm,北京,"软件/互联网开发/系统集成,高级软件工程师",本科,3-5年,"职位亮点 每年多次调薪 五险一金 绩效奖金 弹性工作 年底双薪 定期体检 节日福利 带薪年假 职位描述 工作职责： 1. 设计合理的Web技术框架实现Web应用 2. 优化Web应用的开发、部署、监控流程 3. 与团队成员合作改进或重构现有的Web应用 4. 构建自动驾驶运营和数据管理平台 任职资格： 1. 本科及以上学历，计算机相关专业优先 2. 能与用户和技术团队顺畅沟通 3. 深入理解JavaScript(ES6+)或TypeScript, 熟悉CSS 4. 三年以上Web前端开发经验，使用过React, Angular, Vue.js等前端框架 5. 熟悉后端相关开发语言，如Python, Java, 或C/C++; 熟悉至少一种Web后端框架，如Flask/Django 6. 有过交互式数据密集型应用开发经历加分 7. 有过数据流水线开发经历加分 8. 熟悉Photoshop、Sketch、UI设计原理加分 工作地点 亦庄-移动硅谷 查看地图"
软件工程师,,上普博源(北京)生物科技有限公司,上普博源(北京)生物科技有限公司,https://jobs.zhaopin.com/CC299564039J00123688510.htm,北京,"软件/互联网开发/系统集成,软件工程师",本科,1-3年,职位亮点 五险一金 弹性工作 绩效奖金 节日福利 创业公司 职位描述 岗位职责：1. 负责3D打印机应用软件开发及用户图形界面设计工作；2. 扩展和优化3D打印机功能模块，完成对应的模块设计、编码及调试工作；3. 根据项目/产品需求，编写技术文档与使用说明，保持产品技术文档的完整性、连续性和可追溯性；4. 及时处理、指导、协调和解决开发过程中出现的技术问题，确保开发工作的顺利进行；5. 跟踪软件使用情况并及时维护任职要求：1. 计算机，软件，自动化，机械等相关专业本科以上学历2. 熟练使用C++，Python，代码风格良好，编程基础扎实；3. 熟悉STL等三维图形建模，文件格式等；4. 具有桌面开发经验，熟悉基于MFC/QT库的UI界面开发；5. 有使用 OPENCV 开发机器视觉软件者或图像处理开发经验者优先； 工作地点 北京海淀区开拓路5号中关村生物医药园B114室 查看地图
Linux C/C++软件工程师 (三）,,北京锦鸿希电信息技术股份有限公司,北京锦鸿希电信息技术股份有限公司,https://jobs.zhaopin.com/CC387724614J00120572409.htm,北京-丰台区,"软件/互联网开发/系统集成,嵌入式软件开发",本科,3-5年,职位亮点 五险一金 交通补助 带薪年假 定期体检 员工旅游 节日福利 职位描述 工作职责：1.参与产品需求和设计层面的讨论，基于对产品的整体理解更好的完成开发工作；2.基于软件需求完成概要设计、详细设计，采用C/C++语言完成编码、软件调试、版本发布；3.及时分析、解决项目中出现的问题； 任职要求：1. 本科以上学历，计算机、电子、通信等理工科相关专业，3年以上Linux C/C++开发经验；2. 熟练使用C/C++语言、Linux 系统函数及第三方数据库的接口函数；3. 熟悉Linux操作系统，掌握常用命令，熟悉Shell脚本开发；4. 熟悉统计类相关知识及算法（如威布尔，贝叶斯等）的优先考虑；5. 熟悉一门以上的其他语言（Matlab/python等）的优先考虑；6.有高可靠性或高安全性系统开发经验的优先考虑；7.有国铁或城市轨道交通相关系统开发经验的优先考虑； 工作地点 北京市丰台区科学城中核路1号1号楼五层 查看地图
运维工程师,,三一智矿科技有限公司,三一智矿科技有限公司,https://jobs.zhaopin.com/CC836430540J00121274014.htm,北京,"IT运维/技术支持,IT技术支持/维护工程师",本科,3-5年,"职位亮点 五险一金 绩效奖金 包吃 包住 节日福利 项目奖金 职位描述 岗位职责：1、负责公司服务器的规划、调试优化、日常监控、故障处理、数据备份、日志分析、性能瓶颈等工作，线上服务器实时维护、提高系统的可用率及可维护性；2、依据业务需求制定数据库技术方案，负责系统数据库定期检查及新能分析与调优；3、负责数据库日常管理，包括备份恢复，日志分析，数据迁移，解决突发和疑难问题；4、负责服务器的规划部署，对服务器构架和网络进行优化和改进；5、负责技术运维相关的文档、手册、流程编写整理；6、精通监控开源监控系统如nagios/zabbix/cacti等；7、完成其他日常工作。任职要求： 1.、全日制本科及以上学历，计算机、数学、统计学等相关专业优先；3年以上大中型在线系统运维工作经验；2、精通主流Linux系统如Redhat、CentOS系统，有丰富的Linux系统参数设置、性能调优、系统安全、故障定位处理经验；3、熟练使用部分Nginx,Apache,Tomcat,Memcached,Redis,iptables,dns，lvs,keepalive,haproxy,hadoop技术4、熟悉运用1种以上的脚本语言，包括：Shell、Perl、Python等；5、熟悉MySQL、Oracle，有大型网站MySQL DBA经验者优先；6、熟悉至少一种虚拟化技术（VMWare，KVM，PowerVM）；7、高度的责任感，较强的故障分析及解决能力，出色的学习与钻研能力，能够承受工作压力。 工作地点 北京市昌平区回龙观北清路8号三一产业园 查看地图"
安全开发工程师,,北京众安天下科技有限公司,北京众安天下科技有限公司,https://jobs.zhaopin.com/CC393979980J00063544012.htm,北京,"软件/互联网开发/系统集成,高级软件工程师",本科,3-5年,"职位亮点 五险一金 餐补 交通补助 通讯补助 员工旅游 定期体检 节日福利 加班补助 职位描述 【岗位职责】 1.根据需求文档独立完成功能模块开发和测试发布; 2.分析并解决系统开发过程中遇到的问题； 3.参与产品分析和演进讨论，推进产品迭代; 4.协助团队其他同事完成相关任务目标； 5关注最新安全漏洞，攻击趋势； 6.乐于分享，积极参加技术讨论，活跃团队技术氛围； 【任职要求】 1.熟悉Linux，shell，python，Elasticsearch，mysql，redis，爬虫等； 2.熟悉常见数据结构和算法； 3.熟悉Linux操作系统多进程/多线程，网络编程； 4.熟悉常见Web安全漏洞，了解漏洞原理以及解决方案； 5.有良好的沟通表达能力； 【加分项】 1.熟悉C或PHP语言优先; 2.了解常见扫描器原理优先; 3.开发过自己的安全产品/安全工具,对安全产品有自己的看法优先; 工作地点 北京市海淀区中关村南大街甲6号铸诚大厦B座1301 查看地图"
渗透测试工程师,,北京众安天下科技有限公司,北京众安天下科技有限公司,https://jobs.zhaopin.com/CC393979980J00063480912.htm,北京,"软件/互联网开发/系统集成,软件工程师",本科,1-3年,职位亮点 五险一金 餐补 交通补助 通讯补助 员工旅游 定期体检 节日福利 加班补助 职位描述 【岗位职责】 1.负责日常安全审计项目的技术实施和技术支持； 2.承担一定的安全研究工作，跟进业界最新Web安全技术； 【任职要求】 1.基础知识扎实，熟悉常见渗透测试方法，具备实战经验，无黑产背景； 2.了解常见Web应用漏洞，熟悉Web应用漏洞的利用方法和修复方案； 3.具备一定的独立漏洞挖掘和研究经验，能够独立负责漏洞的挖掘、分析、复现、修复方案； 4.熟悉Python，能够独立撰写POC/EXP； 5.有CTF、SRC或安全众测经验优先； 6.有发布过安全相关研究报告者优先； 工作地点 北京市海淀区中关村南大街甲6号铸诚大厦B座1301 查看地图
统计程序员,,北京慧智康健医药科技有限公司,北京慧智康健医药科技有限公司,https://jobs.zhaopin.com/421993285250014.htm,北京,"生物/制药/医疗器械,临床数据分析员",本科,不限,职位亮点 年终分红 带薪年假 五险一金 职位描述 岗位职责： 进行数据标准化编程 - 进行统计结果输出编程 - 准备递交eCTD Package (Tabulation & Analysis) - 协助统计师进行一些编程工作 - 辅助完成公司交代的其他的任务 任职要求： 计算机、数学、公共卫生等专业本科及以上学历 - 有良好的编程逻辑，热爱编程 - 掌握一门数据库语言（例如MySQL）和一门计算机编程语言（例如C/C++） - 熟悉SAS，R，Python等数据分析软件者优先 - 踏实、务实、敬业 工作地点 石景山去八大处科技园诚海大厦402
